season,team,full_name,position,jersey_number,depth_chart_position,depth_chart_order,week,formation,position_group,years_exp,height,weight,college,depth_chart_position_clean
2023,NE,Sam Roberts,DE,96,LE,2,19,Defense,Defensive Line,NA,NA,NA,NA,DE2
2023,NE,Christian Barmore,DT,90,DL,1,19,Defense,Defensive Line,NA,NA,NA,NA,DT1
2023,NE,Lawrence Guy,DT,93,RE,1,19,Defense,Defensive Line,NA,NA,NA,NA,DT1
2023,NE,Daniel Ekuale,DT,95,DL,2,4,Defense,Defensive Line,NA,NA,NA,NA,DT2
2023,NE,Kyle Dugger,FS,23,S,1,19,Defense,Defensive Back,NA,NA,NA,NA,FS
2023,NE,Adrian Phillips,FS,21,S,2,19,Defense,Defensive Back,NA,NA,NA,NA,FS
2023,NE,Brenden Schooler,FS,41,S,3,19,Defense,Defensive Back,NA,NA,NA,NA,FS
2023,NE,Cody Davis,FS,22,S,3,19,Defense,Defensive Back,NA,NA,NA,NA,FS
2023,NE,Joshuah Bledsoe,FS,24,"
    ",3,19,Defense,Defensive Back,NA,NA,NA,NA,FS
2023,NE,Atonio Mafi,G,68,LG,1,19,Offense,Offensive Line,NA,NA,NA,NA,LG
2023,NE,Cole Strange,G,69,LG,1,16,Offense,Offensive Line,NA,NA,NA,NA,LG
2023,NE,Michael Onwenu,G,71,RT,1,19,Offense,Offensive Line,NA,NA,NA,NA,LG
2023,NE,Ja'Whaun Bentley,ILB,8,LB,1,19,Defense,Linebacker,NA,NA,NA,NA,ILB
2023,NE,Jahlani Tavai,ILB,48,LB,1,19,Defense,Linebacker,NA,NA,NA,NA,ILB
2023,NE,Mack Wilson,ILB,2,LB,2,19,Defense,Linebacker,NA,NA,NA,NA,ILB2
2023,NE,Marte Mapu,ILB,30,LB,2,19,Defense,Linebacker,NA,NA,NA,NA,ILB2
2023,NE,Christian Elliss,ILB,53,LB,3,19,Defense,Linebacker,NA,NA,NA,NA,ILB3
2023,NE,Chad Ryland,K,37,K,1,19,Special Teams,Kicker,NA,NA,NA,NA,K
2023,NE,Joe Cardona,LS,49,LS,1,19,Special Teams,Long Snapper,NA,NA,NA,NA,LS
2023,NE,Davon Godchaux,NT,92,DL,1,19,Defense,Defensive Line,NA,NA,NA,NA,DT1
2023,NE,Anfernee Jennings,OLB,33,LB,1,19,Defense,Linebacker,NA,NA,NA,NA,OLB1
2023,NE,Matt Judon,OLB,9,LB,1,5,Defense,Linebacker,NA,NA,NA,NA,OLB1
2023,NE,Josh Uche,OLB,55,LB,2,19,Defense,Linebacker,NA,NA,NA,NA,OLB2
2023,NE,Chris Board,OLB,45,LB,3,19,Defense,Linebacker,NA,NA,NA,NA,OLB3
2023,NE,Bryce Baringer,P,17,P,1,19,Special Teams,Punter,NA,NA,NA,NA,P
2023,NE,Bailey Zappe,QB,4,QB,1,19,Offense,Quarterback,NA,NA,NA,NA,QB
2023,NE,Mac Jones,QB,10,QB,2,19,Offense,Quarterback,NA,NA,NA,NA,QB
2023,NE,Nathan Rourke,QB,13,QB,3,19,Offense,Quarterback,NA,NA,NA,NA,QB
2023,NE,Will Grier,QB,4,QB,3,11,Offense,Quarterback,NA,NA,NA,NA,QB
2023,NE,Ezekiel Elliott,RB,15,RB,1,19,Offense,Running Back,NA,NA,NA,NA,RB
2023,NE,Jamycal Hasty,RB,39,RB,1,19,Offense,Running Back,NA,NA,NA,NA,RB
2023,NE,Rhamondre Stevenson,RB,38,RB,1,17,Offense,Running Back,NA,NA,NA,NA,RB
2023,NE,Kevin Harris,RB,36,RB,2,19,Offense,Running Back,NA,NA,NA,NA,RB2
2023,NE,Jabrill Peppers,SS,5,S,1,19,Defense,Defensive Back,NA,NA,NA,NA,SS
2023,NE,Ameer Speed,SS,37,S,3,7,Defense,Defensive Back,NA,NA,NA,NA,SS
2023,NE,Sidy Sow,T,62,RG,1,19,Offense,Offensive Line,NA,NA,NA,NA,LT
2023,NE,Andrew Stueber,T,74,LT,2,19,Offense,Offensive Line,NA,NA,NA,NA,RT
2023,NE,Calvin Anderson,T,76,"
    ",2,9,Offense,Offensive Line,NA,NA,NA,NA,RT
2023,NE,Conor McDermott,T,75,LT,2,16,Offense,Offensive Line,NA,NA,NA,NA,RT
2023,NE,Tyrone Wheatley,T,72,LT,2,6,Offense,Offensive Line,NA,NA,NA,NA,RT
2023,NE,Vederian Lowe,T,59,RT,2,19,Offense,Offensive Line,NA,NA,NA,NA,RT
2023,NE,Trenton Brown,T,77,LT,3,18,Offense,Offensive Line,NA,NA,NA,NA,T3
2023,NE,Mike Gesicki,TE,88,TE,1,19,Offense,Tight End,NA,NA,NA,NA,TE
2023,NE,Pharaoh Brown,TE,86,TE,2,19,Offense,Tight End,NA,NA,NA,NA,TE2
2023,NE,Hunter Henry,TE,85,TE,3,18,Offense,Tight End,NA,NA,NA,NA,TE3
2023,NE,Matt Sokol,TE,87,TE,3,19,Offense,Tight End,NA,NA,NA,NA,TE3
2023,NE,DeVante Parker,WR,13,WR,1,19,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2023,NE,Demario Douglas,WR,3,WR,1,19,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2023,NE,Jalen Reagor,WR,83,KR,1,19,Special Teams,Wide Receiver,NA,NA,NA,NA,WR1
2023,NE,JuJu Smith-Schuster,WR,7,WR,1,17,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2023,NE,Kendrick Bourne,WR,84,WR,2,9,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2023,NE,Ty Montgomery,WR,14,RB,2,15,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2023,NE,Tyquan Thornton,WR,11,WR,2,19,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2023,NE,Kayshon Boutte,WR,80,WR,3,19,Offense,Wide Receiver,NA,NA,NA,NA,WR3
2023,NE,Matt Slater,WR,18,"
    ",3,19,Offense,Wide Receiver,NA,NA,NA,NA,WR3
2023,NO,Erik McCoy,C,78,C,1,19,Offense,Offensive Line,NA,NA,NA,NA,C
2023,NO,Isaac Yiadom,CB,22,RCB,1,19,Defense,Defensive Back,NA,NA,NA,NA,CB1
2023,NO,Marshon Lattimore,CB,23,RCB,1,11,Defense,Defensive Back,NA,NA,NA,NA,CB1
2023,NO,Paulson Adebo,CB,29,LCB,1,19,Defense,Defensive Back,NA,NA,NA,NA,CB1
2023,NO,Alontae Taylor,CB,1,RCB,2,19,Defense,Defensive Back,NA,NA,NA,NA,CB2
2023,NO,Cameron Dantzler,CB,11,RCB,2,16,Defense,Defensive Back,NA,NA,NA,NA,CB2
2023,NO,Lonnie Johnson,CB,32,FS,2,16,Defense,Defensive Back,NA,NA,NA,NA,CB2
2023,NO,Cameron Jordan,DE,94,LDE,1,19,Defense,Defensive Line,NA,NA,NA,NA,DE1
2023,NO,Carl Granderson,DE,96,RDE,1,19,Defense,Defensive Line,NA,NA,NA,NA,DE1
2023,NO,Isaiah Foskey,DE,55,RDE,2,16,Defense,Defensive Line,NA,NA,NA,NA,DE2
2023,NO,Kyle Phillips,DE,91,RDE,2,19,Defense,Defensive Line,NA,NA,NA,NA,DE2
2023,NO,Payton Turner,DE,98,RDE,2,2,Defense,Defensive Line,NA,NA,NA,NA,DE2
2023,NO,Tanoh Kpassagnon,DE,92,LDE,2,19,Defense,Defensive Line,NA,NA,NA,NA,DE2
2023,NO,Khalen Saunders,DT,50,DT,1,19,Defense,Defensive Line,NA,NA,NA,NA,DT1
2023,NO,Nathan Shepherd,DT,93,DT,1,19,Defense,Defensive Line,NA,NA,NA,NA,DT1
2023,NO,Bryan Bresee,DT,90,DT,2,19,Defense,Defensive Line,NA,NA,NA,NA,DT2
2023,NO,Malcolm Roach,DT,97,DT,2,14,Defense,Defensive Line,NA,NA,NA,NA,DT2
2023,NO,P.J. Mustipher,DT,54,DT,2,19,Defense,Defensive Line,NA,NA,NA,NA,DT2
2023,NO,Adam Prentice,FB,46,FB,1,19,Offense,Running Back,NA,NA,NA,NA,FB
2023,NO,Marcus Maye,FS,46,SS,1,14,Defense,Defensive Back,NA,NA,NA,NA,FS
2023,NO,Tyrann Mathieu,FS,32,FS,1,19,Defense,Defensive Back,NA,NA,NA,NA,FS
2023,NO,Ugochukwu Amadi,FS,0,FS,2,19,Defense,Defensive Back,NA,NA,NA,NA,FS
2023,NO,Andrus Peat,G,75,LT,1,19,Offense,Offensive Line,NA,NA,NA,NA,LG
2023,NO,Cesar Ruiz,G,51,RG,1,19,Offense,Offensive Line,NA,NA,NA,NA,LG
2023,NO,Max Garcia,G,73,C,2,19,Offense,Offensive Line,NA,NA,NA,NA,RG
2023,NO,Nick Saldiveri,G,64,RG,2,14,Offense,Offensive Line,NA,NA,NA,NA,RG
2023,NO,Blake Grupe,K,19,K,1,19,Special Teams,Kicker,NA,NA,NA,NA,K
2023,NO,Zach Wood,LS,49,LS,1,19,Special Teams,Long Snapper,NA,NA,NA,NA,LS
2023,NO,Demario Davis,MLB,56,MLB,1,19,Defense,Linebacker,NA,NA,NA,NA,ILB
2023,NO,D'Marco Jackson,MLB,52,MLB,2,19,Defense,Linebacker,NA,NA,NA,NA,ILB2
2023,NO,Nephi Sewell,MLB,45,WILL,2,18,Defense,Linebacker,NA,NA,NA,NA,ILB2
2023,NO,Ty Summers,MLB,55,SAM,2,19,Defense,Linebacker,NA,NA,NA,NA,ILB2
2023,NO,Pete Werner,OLB,20,WILL,1,19,Defense,Linebacker,NA,NA,NA,NA,OLB1
2023,NO,Zack Baun,OLB,53,SAM,1,19,Defense,Linebacker,NA,NA,NA,NA,OLB1
2023,NO,Ryan Connelly,OLB,43,SAM,3,2,Defense,Linebacker,NA,NA,NA,NA,OLB3
2023,NO,Lou Hedley,P,15,P,1,19,Special Teams,Punter,NA,NA,NA,NA,P
2023,NO,Derek Carr,QB,4,QB,1,19,Offense,Quarterback,NA,NA,NA,NA,QB
2023,NO,Jameis Winston,QB,5,QB,2,19,Offense,Quarterback,NA,NA,NA,NA,QB
2023,NO,Jake Haener,QB,3,QB,3,11,Offense,Quarterback,NA,NA,NA,NA,QB
2023,NO,Taysom Hill,QB,7,QB,3,19,Offense,Quarterback,NA,NA,NA,NA,QB
2023,NO,Alvin Kamara,RB,41,RB,1,19,Offense,Running Back,NA,NA,NA,NA,RB
2023,NO,Tony Jones,RB,37,RB,1,5,Offense,Running Back,NA,NA,NA,NA,RB
2023,NO,Jamaal Williams,RB,21,RB,2,19,Offense,Running Back,NA,NA,NA,NA,RB2
2023,NO,Kendre Miller,RB,25,RB,3,11,Offense,Running Back,NA,NA,NA,NA,RB3
2023,NO,Jordan Howden,SS,31,SS,1,19,Defense,Defensive Back,NA,NA,NA,NA,SS
2023,NO,J.T. Gray,SS,48,SS,2,19,Defense,Defensive Back,NA,NA,NA,NA,SS
2023,NO,Johnathan Abram,SS,24,SS,3,19,Defense,Defensive Back,NA,NA,NA,NA,SS
2023,NO,James Hurst,T,74,LG,1,19,Offense,Offensive Line,NA,NA,NA,NA,LT
2023,NO,Landon Young,T,67,RT,1,19,Offense,Offensive Line,NA,NA,NA,NA,LT
2023,NO,Ryan Ramczyk,T,71,RT,1,16,Offense,Offensive Line,NA,NA,NA,NA,LT
2023,NO,Trevor Penning,T,70,LT,2,19,Offense,Offensive Line,NA,NA,NA,NA,RT
2023,NO,Juwan Johnson,TE,83,TE,1,19,Offense,Tight End,NA,NA,NA,NA,TE
2023,NO,Foster Moreau,TE,87,TE,2,19,Offense,Tight End,NA,NA,NA,NA,TE2
2023,NO,Jimmy Graham,TE,80,TE,3,19,Offense,Tight End,NA,NA,NA,NA,TE3
2023,NO,Chris Olave,WR,12,WR,1,19,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2023,NO,Michael Thomas,WR,13,WR,1,11,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2023,NO,Rashid Shaheed,WR,22,KR,1,19,Special Teams,Wide Receiver,NA,NA,NA,NA,WR1
2023,NO,A.T. Perry,WR,17,WR,2,19,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2023,NO,Keith Kirkwood,WR,18,WR,2,19,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2023,NO,Kirk Merritt,WR,33,"
    ",2,3,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2023,NO,Lynn Bowden,WR,5,FB,2,19,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2023,NYG,John Michael Schmitz,C,61,C,1,19,Offense,Offensive Line,NA,NA,NA,NA,C
2023,NYG,Sean Harlow,C,65,C,3,19,Offense,Offensive Line,NA,NA,NA,NA,C3
2023,NYG,Adoree' Jackson,CB,22,LCB,1,19,Defense,Defensive Back,NA,NA,NA,NA,CB1
2023,NYG,Deonte Banks,CB,3,RCB,1,19,Defense,Defensive Back,NA,NA,NA,NA,CB1
2023,NYG,Cordale Flott,CB,28,RCB,2,19,Defense,Defensive Back,NA,NA,NA,NA,CB2
2023,NYG,Darnay Holmes,CB,30,NB,2,19,Defense,Defensive Back,NA,NA,NA,NA,CB2
2023,NYG,Nick McCloud,CB,44,LCB,2,19,Defense,Defensive Back,NA,NA,NA,NA,CB2
2023,NYG,Tre Hawkins,CB,37,LCB,3,19,Defense,Defensive Back,NA,NA,NA,NA,CB3
2023,NYG,Azeez Ojulari,DE,51,DE,1,19,Defense,Defensive Line,NA,NA,NA,NA,DE1
2023,NYG,Jihad Ward,DE,52,DE,2,19,Defense,Defensive Line,NA,NA,NA,NA,DE2
2023,NYG,A'Shawn Robinson,DT,94,DT,1,19,Defense,Defensive Line,NA,NA,NA,NA,DT1
2023,NYG,Leonard Williams,DT,99,DT,1,9,Defense,Defensive Line,NA,NA,NA,NA,DT1
2023,NYG,D.J. Davidson,DT,98,DT,2,19,Defense,Defensive Line,NA,NA,NA,NA,DT2
2023,NYG,Timmy Horne,DT,96,DT,3,19,Defense,Defensive Line,NA,NA,NA,NA,DT3
2023,NYG,Xavier McKinney,FS,29,FS,1,19,Defense,Defensive Back,NA,NA,NA,NA,FS
2023,NYG,Gervarrius Owens,FS,39,FS,2,19,Defense,Defensive Back,NA,NA,NA,NA,FS
2023,NYG,Ben Bredeson,G,68,RG,1,19,Offense,Offensive Line,NA,NA,NA,NA,LG
2023,NYG,Justin Pugh,G,67,LG,1,19,Offense,Offensive Line,NA,NA,NA,NA,LG
2023,NYG,Shane Lemieux,G,66,C,1,7,Offense,Offensive Line,NA,NA,NA,NA,LG
2023,NYG,Joshua Ezeudu,G,75,LT,2,7,Offense,Offensive Line,NA,NA,NA,NA,RG
2023,NYG,Mark Glowinski,G,64,RG,2,19,Offense,Offensive Line,NA,NA,NA,NA,RG
2023,NYG,Jalen Mayfield,G,62,LG,3,7,Offense,Offensive Line,NA,NA,NA,NA,G3
2023,NYG,Cade York,K,36,K,1,12,Special Teams,Kicker,NA,NA,NA,NA,K
2023,NYG,Graham Gano,K,9,K,1,9,Special Teams,Kicker,NA,NA,NA,NA,K
2023,NYG,Mason Crosby,K,21,K,1,19,Special Teams,Kicker,NA,NA,NA,NA,K
2023,NYG,Randy Bullock,K,46,K,1,16,Special Teams,Kicker,NA,NA,NA,NA,K
2023,NYG,Casey Kreiter,LS,59,LS,1,19,Special Teams,Long Snapper,NA,NA,NA,NA,LS
2023,NYG,Bobby Okereke,MLB,58,MLB,1,19,Defense,Linebacker,NA,NA,NA,NA,ILB
2023,NYG,Micah McFadden,MLB,41,WILL,1,19,Defense,Linebacker,NA,NA,NA,NA,ILB
2023,NYG,Carter Coughlin,MLB,52,MLB,2,19,Defense,Linebacker,NA,NA,NA,NA,ILB2
2023,NYG,Isaiah Simmons,MLB,19,WILL,2,19,Defense,Linebacker,NA,NA,NA,NA,ILB2
2023,NYG,Cam Brown,MLB,47,WILL,3,19,Defense,Linebacker,NA,NA,NA,NA,ILB3
2023,NYG,Darrian Beavers,MLB,43,MLB,3,19,Defense,Linebacker,NA,NA,NA,NA,ILB3
2023,NYG,Dexter Lawrence,NT,97,NT,1,19,Defense,Defensive Line,NA,NA,NA,NA,DT1
2023,NYG,Rakeem Nunez-Roches,NT,93,NT,2,19,Defense,Defensive Line,NA,NA,NA,NA,DT1
2023,NYG,Jordon Riley,NT,95,NT,3,19,Defense,Defensive Line,NA,NA,NA,NA,DT1
2023,NYG,Kayvon Thibodeaux,OLB,5,RUSH,1,19,Defense,Linebacker,NA,NA,NA,NA,OLB1
2023,NYG,Carlos Basham,OLB,55,RUSH,2,19,Defense,Linebacker,NA,NA,NA,NA,OLB2
2023,NYG,Benton Whitley,OLB,48,DE,3,19,Defense,Linebacker,NA,NA,NA,NA,OLB3
2023,NYG,Jamie Gillan,P,6,H,1,19,Special Teams,Punter,NA,NA,NA,NA,P
2023,NYG,Daniel Jones,QB,8,QB,1,10,Offense,Quarterback,NA,NA,NA,NA,QB
2023,NYG,Tyrod Taylor,QB,2,QB,1,19,Offense,Quarterback,NA,NA,NA,NA,QB
2023,NYG,Matt Barkley,QB,19,QB,2,13,Offense,Quarterback,NA,NA,NA,NA,QB
2023,NYG,Tommy DeVito,QB,15,QB,2,19,Offense,Quarterback,NA,NA,NA,NA,QB
2023,NYG,Saquon Barkley,RB,26,RB,1,19,Offense,Running Back,NA,NA,NA,NA,RB
2023,NYG,Matt Breida,RB,31,RB,2,19,Offense,Running Back,NA,NA,NA,NA,RB2
2023,NYG,Deon Jackson,RB,34,"
    ",3,12,Offense,Running Back,NA,NA,NA,NA,RB3
2023,NYG,Eric Gray,RB,20,RB,3,19,Offense,Running Back,NA,NA,NA,NA,RB3
2023,NYG,Gary Brightwell,RB,23,RB,3,8,Offense,Running Back,NA,NA,NA,NA,RB3
2023,NYG,Jashaun Corbin,RB,35,"
    ",3,19,Offense,Running Back,NA,NA,NA,NA,RB3
2023,NYG,Dane Belton,SS,24,SS,1,19,Defense,Defensive Back,NA,NA,NA,NA,SS
2023,NYG,Jason Pinnock,SS,27,SS,1,18,Defense,Defensive Back,NA,NA,NA,NA,SS
2023,NYG,Bobby McCain,SS,21,SS,3,15,Defense,Defensive Back,NA,NA,NA,NA,SS
2023,NYG,Andrew Thomas,T,78,LT,1,19,Offense,Offensive Line,NA,NA,NA,NA,LT
2023,NYG,Evan Neal,T,73,RT,1,16,Offense,Offensive Line,NA,NA,NA,NA,LT
2023,NYG,Matt Peart,T,79,RT,1,19,Offense,Offensive Line,NA,NA,NA,NA,LT
2023,NYG,Tyre Phillips,T,79,RT,1,18,Offense,Offensive Line,NA,NA,NA,NA,LT
2023,NYG,Joshua Miles,T,77,LT,3,12,Offense,Offensive Line,NA,NA,NA,NA,T3
2023,NYG,Marcus McKethan,T,60,RG,3,19,Offense,Offensive Line,NA,NA,NA,NA,T3
2023,NYG,Darren Waller,TE,12,TE,1,19,Offense,Tight End,NA,NA,NA,NA,TE
2023,NYG,Daniel Bellinger,TE,82,TE,2,19,Offense,Tight End,NA,NA,NA,NA,TE2
2023,NYG,Lawrence Cager,TE,83,TE,2,17,Offense,Tight End,NA,NA,NA,NA,TE2
2023,NYG,Darius Slayton,WR,86,WR,1,19,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2023,NYG,Gunner Olszewski,WR,80,PR,1,19,Special Teams,Wide Receiver,NA,NA,NA,NA,WR1
2023,NYG,Jalin Hyatt,WR,13,WR,1,19,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2023,NYG,Wan'Dale Robinson,WR,17,WR,1,19,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2023,NYG,Isaiah Hodgins,WR,18,WR,2,19,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2023,NYG,Parris Campbell,WR,80,WR,2,19,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2023,NYG,Sterling Shepard,WR,25,WR,2,19,Offense,Wide Receiver,NA,NA,NA,NA,WR2
2023,NYJ,Connor McGovern,C,60,C,1,9,Offense,Offensive Line,NA,NA,NA,NA,C
2023,NYJ,Jake Hanson,C,62,RG,1,18,Offense,Offensive Line,NA,NA,NA,NA,C
2023,NYJ,Joe Tippmann,C,66,C,1,19,Offense,Offensive Line,NA,NA,NA,NA,C
2023,NYJ,Ahmad Gardner,CB,1,CB,1,19,Defense,Defensive Back,NA,NA,NA,NA,CB1
2023,NYJ,D.J. Reed,CB,4,CB,1,19,Defense,Defensive Back,NA,NA,NA,NA,CB1
2023,NYJ,Michael Carter,CB,30,NB,1,19,Defense,Defensive Back,NA,NA,NA,NA,CB1
2023,NYJ,Brandin Echols,CB,26,NB,2,19,Defense,Defensive Back,NA,NA,NA,NA,CB2
2023,NYJ,Bryce Hall,CB,34,CB,2,19,Defense,Defensive Back,NA,NA,NA,NA,CB2
2023,NYJ,Craig James,CB,25,CB,3,7,Defense,Defensive Back,NA,NA,NA,NA,CB3
2023,NYJ,Jarrick Bernard-Converse,CB,29,CB,3,19,Defense,Defensive Back,NA,NA,NA,NA,CB3
2023,NYJ,Justin Hardee,CB,28,CB,3,19,Defense,Defensive Back,NA,NA,NA,NA,CB3
2023,NYJ,Tae Hayes,CB,27,CB,3,7,Defense,Defensive Back,NA,NA,NA,NA,CB3
2023,NYJ,John Franklin-Myers,DE,98,EDGE,1,19,Defense,Defensive Line,NA,NA,NA,NA,DE1
2023,NYJ,Quinton Jefferson,DE,72,DL,1,16,Defense,Defensive Line,NA,NA,NA,NA,DE1
2023,NYJ,Bryce Huff,DE,0,EDGE,2,19,Defense,Defensive Line,NA,NA,NA,NA,DE2
2023,NYJ,Jalyn Holmes,DE,97,DL,2,19,Defense,Defensive Line,NA,NA,NA,NA,DE2
2023,NYJ,Micheal Clemons,DE,72,EDGE,2,19,Defense,Defensive Line,NA,NA,NA,NA,DE2
2023,NYJ,Carl Lawson,DE,58,EDGE,3,19,Defense,Defensive Line,NA,NA,NA,NA,DE3
2023,NYJ,Solomon Thomas,DT,94,DL,1,19,Defense,Defensive Line,NA,NA,NA,NA,DT1
2023,NYJ,Tanzel Smart,DT,79,DL,2,13,Defense,Defensive Line,NA,NA,NA,NA,DT2
2023,NYJ,Perrion Winfrey,DT,92,DL,3,14,Defense,Defensive Line,NA,NA,NA,NA,DT3
2023,NYJ,Nick Bawden,FB,48,FB,1,17,Offense,Running Back,NA,NA,NA,NA,FB
2023,NYJ,Tony Adams,FS,22,S,1,19,Defense,Defensive Back,NA,NA,NA,NA,FS
2023,NYJ,Adrian Amos,FS,0,S,2,13,Defense,Defensive Back,NA,NA,NA,NA,FS
2023,NYJ,Alijah Vera-Tucker,G,75,RT,1,6,Offense,Offensive Line,NA,NA,NA,NA,LG
2023,NYJ,Laken Tomlinson,G,70,LG,1,19,Offense,Offensive Line,NA,NA,NA,NA,LG
2023,NYJ,Chris Glaser,G,69,C,2,12,Offense,Offensive Line,NA,NA,NA,NA,RG
2023,NYJ,Wes Schweitzer,G,71,C,2,14,Offense,Offensive Line,NA,NA,NA,NA,RG
2023,NYJ,Xavier Newman-Johnson,G,65,LG,2,19,Offense,Offensive Line,NA,NA,NA,NA,RG
2023,NYJ,C.J. Mosley,ILB,57,LB,1,19,Defense,Linebacker,NA,NA,NA,NA,ILB
2023,NYJ,Jamien Sherwood,ILB,44,LB,1,19,Defense,Linebacker,NA,NA,NA,NA,ILB
2023,NYJ,Quincy Williams,ILB,56,LB,1,19,Defense,Linebacker,NA,NA,NA,NA,ILB
2023,NYJ,Chazz Surratt,ILB,55,LB,2,19,Defense,Linebacker,NA,NA,NA,NA,ILB2
2023,NYJ,Sam Eguavoen,ILB,52,LB,2,19,Defense,Linebacker,NA,NA,NA,NA,ILB2
2023,NYJ,Zaire Barnes,ILB,53,LB,2,15,Defense,Linebacker,NA,NA,NA,NA,ILB2
2023,NYJ,Marcelino McCrary-Ball,ILB,41,LB,3,17,Defense,Linebacker,NA,NA,NA,NA,ILB3
2023,NYJ,Greg Zuerlein,K,9,K,1,19,Special Teams,Kicker,NA,NA,NA,NA,K
2023,NYJ,Thomas Hennessy,LS,42,LS,1,19,Special Teams,Long Snapper,NA,NA,NA,NA,LS
2023,NYJ,Quinnen Williams,NT,95,DL,1,19,Defense,Defensive Line,NA,NA,NA,NA,DT1
2023,NYJ,Al Woods,NT,96,DL,2,9,Defense,Defensive Line,NA,NA,NA,NA,DT1
2023,NYJ,Jermaine Johnson,OLB,11,EDGE,1,19,Defense,Linebacker,NA,NA,NA,NA,OLB1
2023,NYJ,Will McDonald,OLB,99,EDGE,3,19,Defense,Linebacker,NA,NA,NA,NA,OLB3
2023,NYJ,Thomas Morstead,P,6,P,1,19,Special Teams,Punter,NA,NA,NA,NA,P
2023,NYJ,Aaron Rodgers,QB,8,"
    ",1,18,Offense,Quarterback,NA,NA,NA,NA,QB
2023,NYJ,Tim Boyle,QB,16,QB,1,14,Offense,Quarterback,NA,NA,NA,NA,QB
2023,NYJ,Trevor Siemian,QB,14,QB,1,19,Offense,Quarterback,NA,NA,NA,NA,QB
2023,NYJ,Zach Wilson,QB,4,QB,1,18,Offense,Quarterback,NA,NA,NA,NA,QB
2023,NYJ,Brett Rypien,QB,11,QB,2,19,Offense,Quarterback,NA,NA,NA,NA,QB
2023,NYJ,Breece Hall,RB,20,RB,1,19,Offense,Running Back,NA,NA,NA,NA,RB
2023,NYJ,Dalvin Cook,RB,31,RB,2,18,Offense,Running Back,NA,NA,NA,NA,RB2
2023,NYJ,Israel Abanikanda,RB,25,RB,2,19,Offense,Running Back,NA,NA,NA,NA,RB2
2023,NYJ,Michael Carter,RB,22,RB,3,11,Offense,Running Back,NA,NA,NA,NA,RB3
2023,NYJ,Jordan Whitehead,SS,3,S,1,19,Defense,Defensive Back,NA,NA,NA,NA,SS
2023,NYJ,Ashtyn Davis,SS,21,S,2,19,Defense,Defensive Back,NA,NA,NA,NA,SS
2023,NYJ,Carter Warren,T,67,RT,1,19,Offense,Offensive Line,NA,NA,NA,NA,LT
2023,NYJ,Mekhi Becton,T,77,LT,1,19,Offense,Offensive Line,NA,NA,NA,NA,LT
2023,NYJ,Duane Brown,T,76,LT,2,17,Offense,Offensive Line,NA,NA,NA,NA,RT
2023,NYJ,Max Mitchell,T,61,RT,2,19,Offense,Offensive Line,NA,NA,NA,NA,RT
2023,NYJ,Austin Deculus,T,70,LT,3,19,Offense,Offensive Line,NA,NA,NA,NA,T3
2023,NYJ,Billy Turner,T,54,RT,3,19,Offense,Offensive Line,NA,NA,NA,NA,T3
2023,NYJ,C.J. Uzomah,TE,87,TE,1,14,Offense,Tight End,NA,NA,NA,NA,TE
2023,NYJ,Tyler Conklin,TE,83,TE,1,19,Offense,Tight End,NA,NA,NA,NA,TE
2023,NYJ,Jeremy Ruckert,TE,89,TE,2,18,Offense,Tight End,NA,NA,NA,NA,TE2
2023,NYJ,Kenny Yeboah,TE,88,TE,2,19,Offense,Tight End,NA,NA,NA,NA,TE2
2023,NYJ,Zack Kuntz,TE,81,TE,3,19,Offense,Tight End,NA,NA,NA,NA,TE3
2023,NYJ,Allen Lazard,WR,10,WR,1,19,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2023,NYJ,Garrett Wilson,WR,5,WR,1,19,Offense,Wide Receiver,NA,NA,NA,NA,WR1
2023,NYJ,Xavier Gipson,WR,82,PR,1,19,Special Teams,Wide Receiver,NA,NA,NA,NA,WR1
2023,NYJ,Randall Cobb,WR,18,PR,2,19,Special Teams,Wide Receiver,NA,NA,NA,NA,WR2
2023,NYJ,Irvin Charles,WR,19,WR,3,19,Offense,Wide Receiver,NA,NA,NA,NA,WR3
2023,NYJ,Jason Brownlee,WR,16,WR,3,19,Offense,Wide Receiver,NA,NA,NA,NA,WR3
2023,NYJ,Malik Taylor,WR,86,"
    ",3,11,Offense,Wide Receiver,NA,NA,NA,NA,WR3
2023,NYJ,Mecole Hardman,WR,12,WR,3,7,Offense,Wide Receiver,NA,NA,NA,NA,WR3
